image,status,issues,duplicate_of,face_proportion,symmetry,report
frame066750.jpg,warning,лицо заметно повернуто; рот заметно открыт; требуется нейтральное выражение; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame066750_portrait.json
frame067400.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame067400_portrait.json
frame067600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame067600_portrait.json
frame068900.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame068900_portrait.json
frame069650.jpg,warning,низкое исходное разрешение фотографии,,широкое,высокая симметрия,frame069650_portrait.json
frame069800.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame069800_portrait.json
frame069850.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame069850_portrait.json
frame069900.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame069900_portrait.json
frame070250.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame070250_portrait.json
frame070400.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame070400_portrait.json
frame070600.jpg,warning,лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame070600_portrait.json
frame070750.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame070750_portrait.json
frame070800.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame070800_portrait.json
frame072000.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame072000_portrait.json
frame072200.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame072200_portrait.json
frame072400.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame072400_portrait.json
frame072800.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame072800_portrait.json
frame072900.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame072900_portrait.json
frame073100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame073100_portrait.json
frame073750.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame073750_portrait.json
frame073800.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame073800_portrait.json
frame074550.jpg,warning,сильный наклон головы; лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame074550_portrait.json
frame074600.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame074650.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame074750.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame074750_portrait.json
frame075150.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame075150_portrait.json
frame077850.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame077850_portrait.json
frame078700.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame078700_portrait.json
frame079450.jpg,warning,лицо заметно повернуто; рот заметно открыт; требуется нейтральное выражение; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame079450_portrait.json
frame079600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame079600_portrait.json
frame079700.jpg,warning,сильный наклон головы; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame079700_portrait.json
frame081300.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame081300_portrait.json
frame081350.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame081350_portrait.json
frame082450.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame082450_portrait.json
frame082500.jpg,warning,неподходящая яркость; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame082500_portrait.json
frame084050.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame084050_portrait.json
frame084950.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame085350.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame085350_portrait.json
frame085800.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame085800_portrait.json
frame086650.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame086950.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame086950_portrait.json
frame087100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame087100_portrait.json
frame087200.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame087200_portrait.json
frame087700.jpg,warning,сильный наклон головы; лицо заметно повернуто; неподходящая яркость; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame087700_portrait.json
frame088200.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame088200_portrait.json
frame088250.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame088250_portrait.json
frame089200.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame089200_portrait.json
frame089300.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame089300_portrait.json
frame089450.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame089500.jpg,warning,сильный наклон головы; лицо занимает слишком малую часть кадра; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame089500_portrait.json
frame089600.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame089850.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame089900.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame090200.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,высокая симметрия,frame090200_portrait.json
frame090500.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame090500_portrait.json
frame091300.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame091300_portrait.json
frame091400.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame091400_portrait.json
frame091750.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame093100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame093100_portrait.json
frame093250.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame093250_portrait.json
frame093700.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame093700_portrait.json
frame094050.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame094050_portrait.json
frame094200.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame094200_portrait.json
frame095100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame095100_portrait.json
frame096300.jpg,warning,низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame096300_portrait.json
frame096350.jpg,warning,лицо заметно повернуто; рот заметно открыт; требуется нейтральное выражение; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame096350_portrait.json
frame097450.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame097450_portrait.json
frame097650.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame097650_portrait.json
frame097750.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame097750_portrait.json
frame098600.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame098600_portrait.json
frame098650.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame098650_portrait.json
frame098700.jpg,warning,лицо заметно повернуто; рот заметно открыт; требуется нейтральное выражение; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame098700_portrait.json
frame098850.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame098850_portrait.json
frame098900.jpg,warning,сильный наклон головы; лицо заметно повернуто,,среднее,выраженная асимметрия,frame098900_portrait.json
frame099750.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame099800.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame099850.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame099850_portrait.json
frame100700.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame100700_portrait.json
frame100950.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame101050.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame101050_portrait.json
frame102200.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame102450.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame102450_portrait.json
frame102550.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame102550_portrait.json
frame102650.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame102650_portrait.json
frame104750.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame104750_portrait.json
frame104900.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame104900_portrait.json
frame105050.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame105050_portrait.json
frame105850.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame105900.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame105900_portrait.json
frame105950.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame105950_portrait.json
frame106100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame106100_portrait.json
frame107200.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame107300.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame107300_portrait.json
frame107550.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame107550_portrait.json
frame107600.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame107600_portrait.json
frame107650.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame107650_portrait.json
frame108700.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame108700_portrait.json
frame109200.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame109250.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame109250_portrait.json
frame109800.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame109800_portrait.json
frame110300.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame110300_portrait.json
frame110900.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame111850.jpg,error,На фотографии найдено несколько лиц; требуется одно лицо,,,,
frame112300.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame112300_portrait.json
frame112350.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame112600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame112600_portrait.json
frame112650.jpg,warning,низкое исходное разрешение фотографии,,широкое,высокая симметрия,frame112650_portrait.json
frame113400.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame113400_portrait.json
frame113550.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame113550_portrait.json
frame113900.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame113900_portrait.json
frame114050.jpg,warning,низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame114050_portrait.json
frame114100.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame114350.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame114350_portrait.json
frame114850.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame114850_portrait.json
frame117600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame117600_portrait.json
frame117800.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame117800_portrait.json
frame117950.jpg,warning,лицо заметно повернуто,,широкое,выраженная асимметрия,frame117950_portrait.json
frame118300.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame118300_portrait.json
frame118600.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame118600_portrait.json
frame119300.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame119300_portrait.json
frame121900.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame121900_portrait.json
frame122000.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame122000_portrait.json
frame122100.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame122100_portrait.json
frame122800.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame122800_portrait.json
frame123350.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame123350_portrait.json
frame123750.jpg,passed,,,широкое,выраженная асимметрия,frame123750_portrait.json
frame124000.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame124000_portrait.json
frame124650.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame124650_portrait.json
frame125200.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame125200_portrait.json
frame126000.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame126000_portrait.json
frame126050.jpg,warning,сильный наклон головы; лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame126050_portrait.json
frame126350.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame126350_portrait.json
frame126900.jpg,warning,сильный наклон головы; лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame126900_portrait.json
frame126950.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame126950_portrait.json
frame127050.jpg,warning,сильный наклон головы; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame127050_portrait.json
frame127100.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame127100_portrait.json
frame127600.jpg,warning,лицо заметно повернуто; неподходящая яркость; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame127600_portrait.json
frame129150.jpg,warning,лицо заметно повернуто,,широкое,выраженная асимметрия,frame129150_portrait.json
frame129250.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame129250_portrait.json
frame129500.jpg,warning,лицо заметно повернуто; низкое исходное разрешение фотографии,,среднее,выраженная асимметрия,frame129500_portrait.json
frame129700.jpg,error,"На фотографии не найдено лицо. Попробуйте кадр крупнее, анфас и при более равномерном освещении.",,,,
frame130000.jpg,warning,низкое исходное разрешение фотографии,,широкое,умеренная симметрия,frame130000_portrait.json
frame130150.jpg,warning,низкое исходное разрешение фотографии,,широкое,выраженная асимметрия,frame130150_portrait.json
